ERROR NR.:      1581; MESS:Field KBM_MAAR does not accept null values.; CODE:Append from dbf(lcCursor); PROC:dbreq; LINE:        78; ALIAS:V_ARVREAD recno: 1; VERSIA:; KPV:01.07.2019 11:25:26;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 41; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 44; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 43; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 42; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 114; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 117; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 116; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 115; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 3; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 151; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 334; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 164; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 369; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 57; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 77; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 147; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 256; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 201; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 331; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 34; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 94; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 358; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 152; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 166; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 359; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 52; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 80; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 365; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 401; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 234; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 61; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 76; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 344; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 353; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 83; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 368; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 404; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 292; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 302; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 303; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 314; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 315; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 252; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 373; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 207; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 217; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 231; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 248; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 377; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 306; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 220; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 149; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 160; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 82; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 367; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 403; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 352; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 388; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 90; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 195; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 97; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 328; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 355; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 356; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 29; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 51; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 67; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 129; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 72; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 177; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 170; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 171; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 172; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 173; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 174; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 175; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 176; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 99; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 280; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 362; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 260; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 237; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 291; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 294; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 305; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 317; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 290; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 301; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 313; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 251; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 372; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 209; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 219; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 233; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 206; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 216; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 230; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 247; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 376; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 4; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 6; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 154; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 38; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 70; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 50; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 146; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 254; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 62; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 64; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 32; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 31; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 59; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 150; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 159; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 165; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 269; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 268; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 274; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 320; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 330; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 74; VERSIA:; KPV:09.07.2019 21:52:05;
